source	authors	title	year	language	keywords	affiliation	countries	publisher	database	citations
journal	Suzuki T., Monoi H., Fukusako Y.	Development of a Kana Training Program for Aphasic Patients using a key one-syllable word and a cue to retrieve its meaning	1990		aphasia language therapy; Kana training	Speech Pathology Service, Tokyo Metropolitan Geniatric Hospital, 35–2 Sakaecho, Itabashi-ku, Tokyo, Japan; Research Institute of Logopedics and Phoniatrics, University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan	japan		scopus.csv	1
journal	Shen S.	Empson and Mu Dan: Modernism as “Complex Word”	2018			Penn State University, United States	netherlands,netherlands	Duke University Press	scopus.csv	1
journal	Wood C., Schatschneider C.	Examining Writing Measures and Achievement for Students of Varied Language Abilities and Linguistic Backgrounds Using Structural Equation Modeling	2021			School of Communication Science and Disorders, Florida State University, Tallahassee, FL, United States; Florida Center for Reading Research, Florida State University, Tallahassee, FL, United States	philippines	Bellwether Publishing, Ltd.	scopus.csv	1
journal	Sattarpour S., Farrokhi F.	Exploring the interplay of planning time, reasoning demands, and language learning aptitude in Iranian Efl learners’ written production	2017		Language aptitude; Planning time; Reasoning demands; Task complexity factors	Department of English Language and Literature, Faculty of Persian Literature and Foreign Languages, University of Tabriz, 29 Bahman Boulevard, Tabriz, Iran	romania	Asian Association of Teachers of English as a Foreign Language	scopus.csv	1
journal	Malbois F.	Following and analyzingan identity: The case of the public specular appearances of chelsea (bradley) manning	2018			University of Lausanne, Switzerland	saudi arabia	Taylor and Francis	scopus.csv	1
journal	Šveljo O., Koprivšek K., Lučić M.A., Minić L.	Functional magnetic resonance imaging of cortical changes in a low-grade glioma patient [Funkcionalna magnetna rezonanca u ispitivanju adaptacije moždane kore kod bolesnika sa niskogradusnim gliomom]	2010		Diagnosis; Glioma; Magnetic resonance imaging; Motor activity; Recovery of function; Speech; Treatment outcome;article; brain mapping; case report; disease course; frontal lobe; functional magnetic resonance imaging; glioma; hand movement; hemispheric dominance; human; left hemisphere; motor cortex; motor performance; neuroimaging; reoperation; right hemisphere; speech and language assessment	Institut za onkologiju Vojvodine, Centar za imidžing dijagnostiku, Sremska Kamenica, Serbia; Vojnomedicinska akademija, Klinika za neurohirurgiju, Beograd, Serbia	singapore,singapore	Institut za Vojnomedicinske Naucne Informacije/Documentaciju	scopus.csv	1
journal	Schuster S., Lahiri A.	Gradations of interpretability in spoken complex word recognition	2019		Cross-modal priming; Lexical decision task; Morphological decomposition; Morphological rules; N400; Novel forms;article; controlled study; decomposition; evoked response; human; human experiment; language; molecular recognition; neuroimaging; word recognition; adult; brain; electroencephalography; female; male; pattern recognition; physiology; repetition priming; speech perception; young adult; Adult; Brain; Electroencephalography; Evoked Potentials; Female; Humans; Male; Pattern Recognition, Physiological; Repetition Priming; Speech Perception; Young Adult	University of Oxford, United Kingdom	south africa	Elsevier Ltd	scopus.csv	1
journal	Zaman F., Shardlow M., Hassan S.-U., Aljohani N.R., Nawaz R.	HTSS: A novel hybrid text summarisation and simplification; architecture	2020		Deep learning; Pointer generator; simplification; Summarisation;Natural language processing systems; Technical writing; Domain experts; Generator modeling; Hybrid architectures; Natural language generation; News websites; Parallel corpora; Scientific community; Text Summarisation; Text processing	Information Technology University, 346-B, Ferozepur Road, Lahore, Pakistan; Manchester Metropolitan University, Manchester, United Kingdom; Faculty of King Abdulaziz University, Jeddah, Saudi Arabia	spain	Elsevier Ltd	scopus.csv	1
journal	Llanes À., Cots J.M.	Measuring the impact of translanguaging in TESOL: a plurilingual approach to ESP	2020		Acquisition of English; multilingualism; plurilingualism; second language teaching; third language use	English and Linguistics, Universitat de Lleida, Lleida, Spain	ukraine	Routledge	scopus.csv	1
journal	Laws J.	Profiling complex word usage in the speech of preschool children: Frequency patterns and transparency characteristics	2019		Corpus linguistics; derivational morphology; preschool children; spontaneous speech; transparency	University of Reading, United Kingdom	united states	SAGE Publications Ltd	scopus.csv	1
journal	Jones E., Nulty P.	Quantitative measures of lexical complexity in modern prose fiction	2019			Faculty of English, University of Cambridge, Cambridge, United Kingdom; Centre for Research in Arts, Social Sciences and Humanities (CRASSH), University of Cambridge, Cambridge, United Kingdom	united states	Oxford University Press	scopus.csv	1
journal	Thoms B., Eryilmaz E., Dubin N., Hernandez R., Colon-Cerezo S.	Real-time visualization to improve quality in computer mediated communication	2020		captology; Design science research; information visualization; online social networking;Information systems; Quality control; Software quality; Visualization; Asynchronous online discussion; Captology; Computer mediated communication; Design-science researches; Information visualization; Online social networkings; Real time visualization; Real-time assessment; Social networking (online)	California State University, Channel Islands, United States; California State University, Sacramento, United States; University of California, Berkeley, United States; University of California, Santa Barbara, United States	united states	IOS Press	scopus.csv	1
journal	Kim S., Choi G., Kim H.	Reliable automatic word spacing using a space insertion and correction model based on neural networks in Korean	2019		Automatic word spacing; Space insertion model; Spacing-error correction model; Word spacing information typed by users;Natural language processing systems; Correction models; Insertion layers; Model-based OPC; NAtural language processing; Reliable performance; Spacing errors; Word spaces; Word-spacing; Error correction	College of IT, Kangwon National University, Chuncheon-si, Gangwon-do  24341, South Korea	united states	Elsevier Ltd	scopus.csv	1
journal	Yakovets N., Agrawal A.	SimpLe: Lexical simplification; using word sense disambiguation	2013		lexical simplification; Sentence simplification; Word sense disambiguation	Department of Computer Science and Engineering, York University, CSE 1003, 4700 Keele St, M3J1P3, Toronto, Canada	united states		scopus.csv	1
journal	Yakovets N., Agrawal A.	SimpLe: Lexical simplification; using word sense disambiguation	2013		lexical simplification; Sentence simplification; Word sense disambiguation;lexical simplification; Sentence simplification; Sentence structures; Word Sense Disambiguation; Natural language processing systems	Department of Computer Science and Engineering, York University, CSE 1003, 4700 Keele St, Toronto, M3J1P3, Canada	united states	IOS Press	scopus.csv	1
journal	Vasylets O., Gilabert R., Manchón R.M.	Task modality, communicative adequacy and CAF measures: The moderating role of task complexity	2020			University of Barcelona, Spain; University of Murcia, Spain	united states,united states,united states	John Benjamins Publishing Company	scopus.csv	1
journal	Kessler M., Polio C., Xu C., Hao X.	The effects of oral discussion and text chat on L2 Chinese writing	2020			Department of World Languages, University of South Florida, Tampa, FL, United States; Department of Linguistics & Germanic, Slavic, Asian, & African Languages, Michigan State University, East Lansing, MI, United States; Department of Applied Foreign Language Studies, Nanjing University, Jiangsu, China		Wiley-Blackwell	scopus.csv	1
journal	Gulyás A., Bíró J., Rétvári G., Novák M., Kőrösi A., Slíz M., Heszberger Z.	The role of detours in individual human navigation patterns of complex networks	2020		adult; article; female; human; human experiment; learning; major clinical study; male; theoretical study; information processing; physiology; problem solving; reaction time; spatial orientation; traffic and transport; Datasets as Topic; Humans; Learning; Problem Solving; Reaction Time; Spatial Navigation; Transportation	MTA-BME Information Systems Research Group, Budapest University of Technology and Economics, Magyar tudósok krt. 2, Budapest, H-1117, Hungary; Eöotvös Loránd University, Institute of Hungarian Linguistics and Finno-Ugric Studies, Múzeum krt. 4/A, Budapest, H-1088, Hungary		Nature Research	scopus.csv	1
journal	Semenza, C; Luzzatti, C; Mondini, S	Lemma theory and aphasiology	1999				canada,canada,united states,united states,argentina,argentina		wos.csv	2
journal	Taft M., Li J.	A New type of masked form priming	2020			Unsw Sydney, Australia; Zhejiang University City College, China	ecuador,spain	Cambridge University Press	scopus.csv	2
journal	Sotillo S.M.	An update on discourse functions and syntactic complexity in synchronous and asynchronous communication	2016		Computer-mediated communication; Research methods; Vocabulary; Writing	Montclair State University, United States	germany,germany	University of Hawaii	scopus.csv	2
journal	Barbieri T., Bianchi A., Bruna S., Mainetti L., Sbattella L.	Applications. MultiLezi: Implementation of an adaptive multichannel learning environment	2006			Politecnico di Milano, Piazza Leonardo da Vinci, 32, 20133 Milano, Italy; Università Degli Studi di Lecce, Viale Gallipoli, 49, 73100 Lecce, Italy	germany,germany,spain	Springer Berlin Heidelberg	scopus.csv	2
journal	Portero Muñoz C.	Bound lexical formatives: Lexicon, grammar or somewhere in between. An FDG perspective	2016		bound morphemes; compounding; derivation; Functional Discourse Grammar; lexical frames; semi-affixes	Dpto. Filologías Inglesas y Alemana, Facultad de Filosofía y Letras, Universidad de Córdoba, Plaza Cardenal Salazar s/n, E-Córdoba, 14071, Spain	india	De Gruyter Mouton	scopus.csv	2
journal	Kordouli K., Manouilidou C., Stavrakaki S., Mamouli D., Afantenou K., Ioannidis P.	Compound production in agrammatism: Evidence from stroke-induced and Primary Progressive Aphasia	2018		Agrammatism; Compounding; Morphology; Primary progressive aphasia; Production; Stroke aphasia;adolescent; adult; aged; agrammatic primary progressive aphasia; aphasia; Article; cerebrovascular accident; child; clinical article; controlled study; female; human; male; neuropsychological test; population research; prediction; primary progressive aphasia; priority journal; qualitative analysis; scoring system; stroke induced agrammatic aphasia; task performance	Department of Philology, Linguistics Section, University of Patras, Greece; Department of Comparative and General Linguistics, Faculty of Arts, University of Ljubljana, Slovenia; Department of Italian Language and Literature, Aristotle University of Thessaloniki, Greece; Faculty of Medicine, Aristotle University of Thessaloniki, Greece	israel,united states	Elsevier Ltd	scopus.csv	2
journal	Burban V., Gaillard J.-P., Lieury A.	Does dual coding for faces exist ? [Existe-t-il un double codage pour les visages ?]	2001		Dual coding; Face memory; Face recognition; Name memory	Lab. de Psychol. Exp., Univ.́ de Haute-Bretagne, 6, avenue Gaston-Berger, 35043 Rennes Cedex, France	japan,china	Presses Universitaires de France, Departement des Revues	scopus.csv	2
journal	Houston-Price C., Law B.	How experiences with words supply all the tools in the toddler's word- learning toolbox	2013		Artificial intelligence; Computational investigation; Expert languages; Word learning; Young children; Education	University of Reading, United Kingdom; University of West London, United Kingdom	spain	IGI Global	scopus.csv	2
journal	Houston-Price C., Law B.	How experiences with words supply all the tools in the toddler's word-learning toolbox	2014		Computational investigation; Expert languages; Word learning; Young children; Education	University of Reading, United Kingdom	spain	IGI Global	scopus.csv	2
journal	Qiu X.	Picture or non-picture? The influence of narrative task types on lower- A nd higher-proficiency EFL learners' oral production	2019		narrative task; oral performance; picture prompts; task-based language teaching	School of Education and Languages, Open University of Hong Kong, Good Shepherd Street, Ho Man Tin, Kowloon, Hong Kong	united kingdom,united kingdom	Walter de Gruyter GmbH	scopus.csv	2
journal	Ziegler N.	Pre-task planning in L2 text-chat: Examining learners' process and performance	2018		L2 production; Pre-task planning; Synchronous computer-mediated communication; Task-based language teaching	University of Hawai'i at Manoa, United States	united kingdom,united kingdom	University of Hawaii	scopus.csv	2
journal	Gonzalez-Dios I.	Readability Assessment and Automatic Text simplification;. The analysis of Basque Complex Structures [Análisis de la complejidad y simplificación automática de textos. El análisis de las estructuras complejas en euskera]	2017		Automatic text simplification; Basque; Readability assessment; Syntax	Grupo Ixa, Universidad del País Vasco (UPV/EHU), Manuel Lardizabal 1, Donostia, 20018, Spain	united states	Sociedad Espanola para el Procesamiento del Lenguaje Natural	scopus.csv	2
journal	Ko I.Y., Wang M.	Reading compound words by adult Korean-English bilinguals	2015		Compound words; Cross-language activation; Korean-English bilinguals	Department of Human Development and Quantitative Methodology, University of Maryland, 3304C Benjamin Building, College Park, MD  20742, United States	united states	Routledge	scopus.csv	2
journal	Kumar V.R.	Strategies for world peace: Peace research and peace movements	1989			Lady Sri Ram College, Delhi University, Delhi, India	united states,united states		scopus.csv	2
journal	Gala N., Javourey-Drevet L., François T., Ziegler J.C.	Text simplification;, a tool for learning to read [La simplification; de textes, une aide à l'apprentissage de la lecture]	2018		Automatic text processing; Dyslexia; Natural language; Readability; Reading; simplification;	Aix-Marseille Université, CNRS, Laboratoire Parole et Langage (UMR 7309), France; Aix-Marseille Université, CNRS, Laboratoire de Psychologie Cognitive (UMR 7290) and Apprentissage, Didactique, Évaluation, Formation (EA 4671), France; FNRS - Institut Langage et Communication (ILC), CENTAL and Université catholique de Louvain, Belgium; Aix-Marseille Université, CNRS, Laboratoire de Psychologie Cognitive (UMR 7290), France		Armand Colin	scopus.csv	2
journal	Allaw E., McDonough K.	The effect of task sequencing on second language written lexical complexity, accuracy, and fluency	2019		Accuracy; Cognitive complexity; Fluency; L2 French; Lexical diversity; Task sequencing; The SSARC model	Concordia University, Education Department, 1455 de Maisonneuve Blvd W, FG 6.141, Montreal, QC  H3G 1M8, Canada		Elsevier Ltd	scopus.csv	2
journal	Allen A.D.	The Forbidden Sentient Computer: Recent Progress in the Electronic Monitoring of Consciousness	2016		Anesthesia; artificial intelligence; electroencephalography; synthetic biology; theory of mind;Android (operating system); Anesthesiology; Artificial intelligence; Biology; Blood pressure; Electroencephalography; Electrophysiology; Anesthesia; Artificial consciousness; Developmental psychology; Electrochemical phenomena; Electronic measurements; Electronic monitoring; Synthetic biology; Theory of minds; Brain			Institute of Electrical and Electronics Engineers Inc.	scopus.csv	2
journal	Brunfaut T., Révész A.	The Role of Task and Listener Characteristics in Second Language Listening	2015			Lancaster University, Lancaster, United Kingdom; Institute of Education, University of London, London, United Kingdom		Wiley Blackwell	scopus.csv	2
journal	Kazansky N.N.	Two latin epigrams by daniel gotlieb messerschmidt dedicated to iohannes philipp breyn (1680-1764)	2021		Daniel Gotlieb Messerschmidt; Georg Paul Busch; Iohannes Philipp Breyn; Neolatin Poetry of the XVIII century	Institute for Linguistic Studies of the Russian Academy of Sciences, 9, Tuchkov per., St. Petersburg, 199053, Russian Federation; St. Petersburg State University, 7-9, Universitetskaya nab., St. Petersburg, 199034, Russian Federation		Saint Petersburg State University	scopus.csv	2
journal	Vainio S., Pajunen A., Häikiö T.	Acquisition of Finnish derivational morphology: School-age children and young adults	2019		Language acquisition; lexical decision; morphology; priming; semantics; word recognition	University of Turku, Finland; University of Tampere, Finland	france,france	SAGE Publications Ltd	scopus.csv	3
journal	Bautista S., Hervás R., Gervás P., Rojo J.	An approach to treat numerical information in the text simplification; process	2017		Accessibility; Adaptation and text simplification; Numerical information;Information services; Accessibility; Adaptation and text simplification; Advanced technology; Cognitive disability; Generic modeling; Numerical information; People with disabilities; Real systems; Cognitive systems	Universidad Complutense de Madrid, Madrid, Spain; Aloha Mental Arithmetic, Tenerife, Spain	germany	Springer Verlag	scopus.csv	3
journal	Ariely M., Livnat Z., Yarden A.	Analyzing the Language of an Adapted Primary Literature Article: Towards a Disciplinary Approach of Science Teaching Using Texts	2019			Department of Science Teaching, Weizmann Institute of Science, Rehovot, 76100, Israel; Department of Hebrew and Semitic Languages, Faculty of Jewish Studies, Bar-Ilan University, Ramat-Gan, 5290002, Israel	germany,germany	Springer Netherlands	scopus.csv	3
journal	Marzi C., Ferro M., Nahli O.	Arabic word processing and morphology induction through adaptive memory self-organisation strategies	2017		Lexical storage and access; Non-concatenative morphological structure; Self-Organising Maps; Synchronisation; Topological alignment; Word recoding and processing	Institute for Computational Linguistics, National Research Council (ILC-CNR), Pisa, Italy	germany,germany,switzerland,germany	King Saud bin Abdulaziz University	scopus.csv	3
journal	Hilvert E., Davidson D., Gámez P.B.	Assessment of personal narrative writing in children with and without Autism Spectrum Disorder	2020		Autism Spectrum Disorder; Personal narrative; Theory of mind; Writing;adolescent; Article; autism; Autism Diagnostic Interview Revised; Autism Diagnostic Observation Schedule; child; clinical article; communication skill; controlled study; diagnosis related group; Diagnostic and Statistical Manual of Mental Disorders; female; human; intelligence quotient; language ability; male; mental health; personal narrative writing skill; priority journal; theory of mind	Department of Psychology, Loyola University Chicago, 1032 W. Sheridan Rd., Chicago, IL  60660, United States	germany,united states,netherlands	Elsevier Ltd	scopus.csv	3
journal	Nejme F.Z., Boualknadel S., Aboutajdine D.	Automatic processing of amazighe verbal morphology: A new approach for analysis and formalization	2015		Amazighe language; Finite state methods; Inflectional morphology; Natural language processing; NooJ; Verbal morphology	Mohammed V-Agdal University, Rabat, Morocco; Royal Institut of Amazighe, Culture, Morocco; The University of Nantes, France; Mohammed V-Agdal University, Morocco	hungary,hungary	Praise Worthy Prize	scopus.csv	3
journal	Bulté B., Roothooft H.	Investigating the interrelationship between rated L2 proficiency and linguistic complexity in L2 speech	2020		IELTS; Lexical complexity; Morphological complexity; Proficiency; Speech; Syntactic complexity	CLIN, Vrije Universiteit Brussel, Pleinlaan 2, Brussel, 1040, Belgium; Universidad Pública de Navarra, Spain	spain	Elsevier Ltd	scopus.csv	3
journal	Aristizabal D., Reali F.	Language Complexity and Intersubjectivity in Narratives Written by Colombian Children	2019		Communicative interaction; Intersubjectivity; Language complexity; Language use; Social interactions	Departamento de psicología, Universidad de los Andes, Cra 1 Nº 18A- 12, Bogotá, 111711, Colombia	spain,germany	Springer Science and Business Media B.V.	scopus.csv	3
journal	Wilmskoetter J., Fridriksson J., Gleichgerrcht E., Stark B.C., Delgaizo J., Hickok G., Vaden K.I., Jr., Hillis A.E., Rorden C., Bonilha L.	Neuroanatomical structures supporting lexical diversity, sophistication, and phonological word features during discourse	2019		Aphasia; Brain lesions; Magnetic resonance imaging; Speech production; Strokeadult; aphasia; Article; brain damage; brain region; cerebrovascular accident; digital imaging and communications in medicine; female; human; language; left hemisphere; major clinical study; male; middle aged; natural language processing; neuroanatomy; neuroimaging; nuclear magnetic resonance imaging; occipitofrontal fasciculus; phonetics; posterior insula; priority journal; retrospective study; speech; superior temporal gyrus; supramarginal gyrus; Western aphasia battery; aged; aphasia; brain; cerebrovascular accident; complication; pathology; pathophysiology; physiology; speech; speech analysis; Adult; Aged; Aphasia; Brain; Female; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Retrospective Studies; Speech; Speech Production Measurement; Stroke	Department of Neurology, College of Medicine, Medical University of South Carolina, Charleston, SC  29425, United States; Department of Communication Sciences and Disorders, University of South Carolina, Columbia, SC  29208, United States; Department of Speech and Hearing Sciences, Indiana University, Bloomington, IN  47405, United States; Program in Neuroscience, Indiana University, Bloomington, IN  47405, United States; Department of Cognitive Sciences, University of California, Irvine, CA  92697, United States; Department of Otolaryngology–Head and Neck Surgery, Medical University of South Carolina, Charleston, SC  29425, United States; Department of Neurology, Johns Hopkins University, Baltimore, MD  21287, United States; Department of Psychology, University of South Carolina, Columbia, SC  29208, United States	united kingdom	Elsevier Inc.	scopus.csv	3
journal	Khatib M., Farahanynia M.	Planning conditions (strategic planning, task repetition, and joint planning), cognitive task complexity, and task type: Effects on L2 oral performance	2020		CALF measures; Cognitive task complexity; Joint planning; Strategic planning; Task repetition; Task type	Allameh Tabataba'i University, Department of English Language and Literature, Tehran, Iran	united kingdom,united kingdom	Elsevier Ltd	scopus.csv	3
journal	Berger C., Friginal E., Roberts J.	Representations of immigrants and refugees in US K-12 school-To-home correspondence: An exploratory corpus-Assisted discourse study	2017		Corpus-Based Discourse Analysis; Keyness; Representation Of Immigrants And Refugees.	Department of Applied Linguistics and ESL, Georgia State University, 25 Park Place, Atlanta, GA, United States; Embry-Riddle Language Institute, Daytona Beach, FL, United States	united states	Edinburgh University Press	scopus.csv	3
journal	Marković I.	The croatian circumfix jo–…–ń [Hrvatski cirkumfiks jo–…–ń]	2016		Affixes; Circumfixes; Spoonerisms; Suffixes; Word play; Zagreb slang	Filozofski fakultet, Sveučilišta u Zagrebu, Croatia		Hrvatsko Filolosko Drustvo	scopus.csv	3
journal	Agarwal V., Kumar P.	A multilingual cross-domain client application prototype for UNL-ization and NL-ization for NLP applications	2017			Thapar University, CSED, Patiala, Punjab, India	denmark,france	Oxford University Press	scopus.csv	4
journal	Schmidtke D., Kuperman V.	A paradox of apparent brainless behavior: The time-course of compound word recognition	2019		Complex word recognition; Eye-movements during reading; Eye-tracking; Morphological processing; Survival analysis; Time-course of word recognitionArticle; brain function; electroencephalogram; eye movement; eye tracking; female; human; male; nerve potential; neuroimaging; Ontario; predictor variable; semantics; survival analysis; time; visual memory; word processing; word recognition; adolescent; adult; attention; decision making; language; oculography; pattern recognition; physiology; reaction time; reading; vocabulary; young adult; Adolescent; Adult; Attention; Decision Making; Eye Movement Measurements; Eye Movements; Female; Humans; Language; Male; Pattern Recognition, Visual; Reaction Time; Reading; Recognition, Psychology; Vocabulary; Young Adult	McMaster University, Canada	el salvador	Masson SpA	scopus.csv	4
journal	Lin J.C.	Cognitive changes in chlldren from frequent use of cell phones	2010		Biological effects of electromagnetic radiation; Cellular mobile telephones; Children; Cognitive function; Electromagnetic radiation; Electromagnetic radiation effects; Human health and safety; Land mobile radio cellular systems; Young usersBiological effects of electromagnetic radiation; Cellular mobile; Cognitive functions; Electromagnetic radiation; Electromagnetic radiation effects; Human health; Land mobile radio cellular systems; Young user; Biological radiation effects; Brain; Cellular arrays; Cellular telephone systems; Cognitive systems; Electromagnetic wave emission; Electromagnetic waves; Electromagnetism; Electron optics; Magnetic materials; Mobile phones; Telecommunication equipment; Telephone; Telephone sets; Mobile radio systems	University of Illinois-Chicago, 851 South Morgan Street, Chicago, IL 60607-7053, United States	ireland,united kingdom		scopus.csv	4
journal	Dasgupta T., Sinha M., Basu A.	Computational Modeling of Morphological Effects in Bangla Visual Word Recognition	2015		Frequency effects; Masked priming; Mental lexicon; Morphological decomposition; Suffix productivity; Visual word recognition;adult; human; language; pattern recognition; reaction time; reading; theoretical model; young adult; Adult; Humans; Language; Models, Theoretical; Pattern Recognition, Visual; Reaction Time; Reading; Young Adult	Department of Computer Science and Engineering, Indian Institute of Technology, Kharagpur, West Bengal, 721302, India	italy	Springer New York LLC	scopus.csv	4
journal	Alfano M., Lenzitti B., Lo Bosco G., Muriana C., Piazza T., Vizzini G.	Design, development and validation of a system for automatic help to medical text understanding	2020		Consumer health vocabulary; e-health; Infobutton; Lexical simplification; Patient empowerment; Term familiarity;Health; Semantics; Health literacy; Multiple languages; Radiology reports; Real-time identification; Technical terms; Term translations; Text comprehensions; Web-based applications; Translation (languages); adult; article; consumer; empowerment; human; language; medical expert; medical terminology; radiology; telehealth; validation process; automation; computer interface; health literacy; motivation; patient participation; reproducibility; semantics; Automation; Goals; Health Literacy; Humans; Patient Participation; Reproducibility of Results; Semantics; User-Computer Interface	Lero, Dublin City University, Dublin, Ireland; Dipartimento di Matematica e Informatica, Università di Palermo, Palermo, Italy; Dipartimento di Scienze per l'Innovazione tecnologica, Istituto Euro-Mediterraneo di Scienza e Tecnologia, Palermo, Italy; IRCCS-ISMETT (Istituto Mediterraneo per i Trapianti e Terapie ad Alta Specializzazione), Palermo, Italy; University of Pittsburgh Medical Center (UPMC) Italy, Palermo, Italy; Università Ca’ Foscari, Venezia, Italy; Anghelos Centro Studi Sulla Comunicazione, Palermo, Italy	italy,united kingdom,italy	Elsevier Ireland Ltd	scopus.csv	4
journal	Abdi Tabari M.	Differential Effects of Strategic Planning and Task Structure on L2 Writing Outcomes	2020			University of Virginia, Charlottesville, VA, United States	japan	Taylor and Francis Inc.	scopus.csv	4
journal	Service E., Maury S.	Differential recall of derived and inflected word forms in working memory: Examining the role of morphological information in simple and complex working memory tasks	2015		Complex span; Derived; Finnish; Inflected; Morphological processing; Morphology;adult; Article; auditory memory; cognition; female; Finn (citizen); human; human experiment; information retrieval; language ability; male; mental task; normal human; phonetics; semantics; visual memory; word recognition; working memory	Language, Memory and Brain Lab, Department of Linguistics and Languages, McMaster University, Hamilton, ON, Canada; Cognitive Science, Institute of Behavioural Sciences, University of Helsinki, Helsinki, Finland	japan	Frontiers Media S. A.	scopus.csv	4
journal	Fiorentino R., Politzer-Ahles S., Pak N.S., Martínez-García M.T., Coughlin C.	Dissociating morphological and form priming with novel complex word primes: Evidence from masked priming, overt priming, and event-related potentials	2015		Compounding; EEG; Lexical access; Masked priming; Morphology; Overt priming	Neurolinguistics and Language Processing Laboratory, Department of Linguistics, University of Kansas, Lawrence, KS  66044, United States; Language and Brain Lab, Faculty of Linguistics, Philology and Phonetics, University of Oxford, United Kingdom; Neuroscience of Language Lab, New York University Abu Dhabi, United Arab Emirates; Department of Speech-Language-Hearing, University of Kansas, United States	japan	John Benjamins Publishing Company	scopus.csv	4
journal	Rahimi M.	Effects of increasing the degree of reasoning and the number of elements on L2 argumentative writing	2019		cognition hypothesis; Kellogg’s writing model; L2 writing; task complexity; trade-off hypothesis	School of Curriculum and Pedagogy, Faculty of Education and Social Work, The University of Auckland, New Zealand	netherlands	SAGE Publications Ltd	scopus.csv	4
journal	Lahmann C., Steinkrauss R., Schmid M.S.	Measuring linguistic complexity in long-term L2 speakers of English and L1 attriters of German	2019		L1 attrition; L2 acquisition; lexical complexity; syntactic complexity	University of Mannheim, Germany; University of Groningen, Netherlands; University of Essex, United Kingdom	turkey	Blackwell Publishing Ltd	scopus.csv	4
journal	Ferraresi A., Bernardini S., Petrović M.M., Lefer M.-A.	Simplified or not simplified? The different guises of mediated english at the european parliament	2018				united states,israel	Presses de l'Universite de Montreal	scopus.csv	4
journal	Shirzadi S.	Syntactic and lexical simplification;: The impact on EFL listening comprehension at low and high language proficiency levels	2014		EFL; Language proficiency; Lexical simplification; listening comprehension; Syntactic simplification;	Islamic Azad University, Shahreza Branch, Iran	united states,united states,india	Academy Publisher	scopus.csv	4
journal	Jiang Y.-L.B., Kuo L.-J.	The development of vocabulary and morphological awareness: A longitudinal study with college EFL students	2019		adult learners; English as a foreign language; morphological awareness; reading; vocabulary	Soochow University, China; Texas AandM University, United States		Cambridge University Press	scopus.csv	4
journal	Bailyn J.F.	The syntax of Russian	2011			Stony Brook University, United States		Cambridge University Press	scopus.csv	4
journal	Pretorius L., Marais L., Berg A.	A GF miniature resource grammar for Tswana: modelling the proper verb	2017		Computational morpho-syntax; Grammatical Framework (GF); Multilingual controlled natural language (CNL); Natural language processing; Tswana verb structure	School of Interdisciplinary Research and Graduate Studies, University of South Africa, Pretoria, South Africa; Human Language Technology, Meraka Institute, CSIR, Pretoria, South Africa; School of Languages, North-West University, Potchefstroom, South Africa	czech republic	Springer Netherlands	scopus.csv	5
journal	Xin Y.P., Liu J., Jones S.R., Tzur R., Si L.	A preliminary discourse analysis of constructivist-oriented mathematics instruction for a student with learning disabilities	2016		Conceptual understanding; constructivist; discourse analysis; elementary math; mathematics instruction; mathematics problem solving; students with learning disabilities	Department of Educational Studies, Purdue University, West Lafayette, IN, United States; School of Teacher Education, Indiana Wesleyan University, Marion, IN, United States; School of Education & Human Development, University of Colorado Denver, Denver, CO, United States	finland	Routledge	scopus.csv	5
journal	Tsai C.-Y.	Effect of graphic simplification; and graphic metaphor on the memory and identification of travel map signs running head	2017		Graphic metaphor; Graphic simplification; Identification; Memory; Travel map;Data storage equipment; Ergonomics; Identification (control systems); Graphic metaphor; Graphic simplification; Reference modeling; Tourism industry; Tourist guides; Biomedical engineering; adult; Article; cognition; ergonomics; female; geography; graphic metaphor; graphic simplification; human; human experiment; information; male; memory; normal human; priority journal; recognition; travel; travel map	Department of Education, University of Taipei, No.1, Aiguo West Road, Taipei, 10048, Taiwan	morocco,morocco,france,morocco	Elsevier B.V.	scopus.csv	5
journal	Grabar N., Hamon T.	Exploitation of the morphology for automatic extraction of general paraphrases of medical terms [Exploitation de la morphologie pour l'extraction automatique de paraphrases grand public des termes médicaux]	2016			CNRS UMR 8163 STL, Université Lille 3, Villeneuve d'Ascq, 59653, France; LIMSI-CNRS, BP133, Orsay; Université Paris 13, Sorbonne Paris Cité, France	poland	Association pour le traitement automatique des langues	scopus.csv	5
journal	Strohmaier A.R., Lehner M.C., Beitlich J.T., Reiss K.M.	Eye Movements During Mathematical Word Problem Solving—Global Measures and Individual Differences [Blickbewegungen beim Lösen mathematischer Textaufgaben – globale Maße und individuelle Unterschiede]	2019		C30; C50; Eye tracking; Performance; PISA; Problem model; Reading; Word problem	Heinz Nixdorf Chair of Mathematics Education, TUM School of Education, Technical University of Munich, Arcisstr. 21, Munich, 80333, Germany	russian federation	Springer Verlag	scopus.csv	5
journal	Bui G.	Influence of learners' prior knowledge, L2 proficiency and pre-task planning on L2 lexical complexity	2019		L2 speaking; lexical complexity; lexical density; lexical diversity; lexical sophistication; task-based language teaching; task-readiness	Department of English, Hang Seng University of Hong Kong, Shatin, Hong Kong	spain	Walter de Gruyter GmbH	scopus.csv	5
